img_name,Caption,ANP,Emotion_Categorical,Valence,Arousal,Dominance,Style,Scene_Type,Object_Types,Facial_Expression,Human_Action,Reason_for_Emotion,Average_Color,Primary_Color,Secondary_Color,Brightness,Contrast,image_path
4a593895-d778-4578-aa1c-2759fb01c1d6,"A tired man sits on a bench in an empty gym, resting his head in his hand, surrounded by exercise equipment.","tired man, empty gym, exercise equipment",Sad,-2,-1,-1,realistic,indoor,exercise equipment,frustrated,sitting,"The image evokes sadness due to the man's tired posture and the desolate environment of the empty gym, suggesting feelings of isolation or defeat.",56:63:61,14:20:21,66:76:73,61.33,49.64,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/4a593895-d778-4578-aa1c-2759fb01c1d6.jpg
55b3e50f-0448-4395-8e31-cb2270732034,"A cute, stylized depiction of Ganesha in a vibrant, cyberpunk setting, adorned with intricate festive decorations and surrounded by colorful Christmas lights, creating a happy and surreal atmosphere.","cute Ganesha, cyberpunk lights, symmetrical details, psychedelic colors",Contentment,3,2,1,"hyper-realistic, cyberpunk",urban,"character, decorations, lights",,,"The joyful imagery and bright colors, along with the festive theme, evoke a sense of happiness and contentment.",82:71:69,37:33:39,106:86:88,74.25,58.21,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/55b3e50f-0448-4395-8e31-cb2270732034.jpg
30c3861e-9a54-4135-961b-734943866a07,"A highly detailed double exposure image showcasing a raccoon's head with an overlay of faded trash and garbage, creating a soft blend between the two images against a blank background.","detailed image, faded trash, soft blend",Disgust,-2,2,-1,"artistic, conceptual",indoor,"animals, garbage",,,"The combination of a raccoon, often associated with scavenging, and trash may evoke feelings of disgust, as it highlights waste and environmental issues.",149:148:149,221:224:218,34:29:42,148.92,86.93,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/30c3861e-9a54-4135-961b-734943866a07.jpg
f0f83d4b-0fa0-4ac1-b304-faad754e03f3,"A regal crab, exuding superiority and style, dominates the scene as it pushes a smaller creature out of the water. Its haughty demeanor is accentuated by fashionable accessories, displaying both selfishness and classiness as it overlooks the helpless creature.","regal crab, selfish demeanor, helpless creature, fashionable accessories",Anger,-2,3,4,ultra realistic,outdoor,"crabs, ocean",,,The crab's dominant posture and the act of pushing another creature evoke feelings of anger towards its selfishness and superiority.,150:149:129,239:225:192,41:55:51,147.41,82.23,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f0f83d4b-0fa0-4ac1-b304-faad754e03f3.jpg
251a2c3e-4303-484b-b785-476d20001688,"A dirty, cyberpunk squatter with a rugged appearance gazes directly at the camera, surrounded by a visually rich, gloomy urban backdrop.","dirty cyberpunk, rugged appearance, gloomy backdrop",Disgust,-2,2,-1,"hyperrealistic, cinematic",urban,"human figure, urban environment",,,"The squatter's unkempt and dirty appearance may evoke feelings of disgust, reflecting the harsh realities of a dystopian environment.",46:46:43,21:27:28,84:76:66,46.47,40.23,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/251a2c3e-4303-484b-b785-476d20001688.jpg
06cbb20f-e260-4289-9248-b992d6e31926,"A retro-styled illustration of a civil protest scene in Ecuador, featuring a crowd of diverse individuals holding signs and flags, set against an architectural backdrop.","retro scene, colorful flags, crowded street",Anger,-1,3,-1,"retro, illustrative",outdoor,"crowd, signs, flags, buildings",,,"The image evokes anger due to the visual depiction of a large crowd protesting, suggesting a passionate response to a social or political issue.",93:86:72,27:33:52,147:121:83,86.61,70.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/06cbb20f-e260-4289-9248-b992d6e31926.jpg
0ec804cc-0627-48d7-9c7c-7fd075599e4d,An incredibly happy kitten playing with a butterfly amidst colorful flowers.,"happy kitten, colorful butterfly, vibrant flowers",Amusement,4,3,2,realistic,outdoor,"animals, flowers, butterflies",,,"The joyful interaction between the kitten and the butterfly, set in a lively outdoor scene, evokes feelings of amusement and happiness.",123:116:91,129:121:85,72:68:51,115.66,50.48,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0ec804cc-0627-48d7-9c7c-7fd075599e4d.jpg
88f80096-d21d-4879-888f-84c809e68843,"A large Sasquatch-like bear forest spirit stands in a mysterious, enchanted forest, adorned in simple robes, with an owl face and imposing elk antlers, surrounded by ethereal elements such as mist and glowing lights.","enchanted forest, large Sasquatch, simple robes, owl face, elk antlers, ghostly atmosphere",Awe,3,2,1,"fantasy, illustrative",outdoor,"forest spirits, magical elements, natural landscapes",,,The image evokes awe due to the majestic presence of the spirit and the mystical ambiance of the enchanted forest.,55:86:85,26:40:42,67:112:110,77.28,54.69,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/88f80096-d21d-4879-888f-84c809e68843.jpg
d9af619f-5972-4158-a7cb-c0a931f14cf8,"A pig-orc constable dressed in Victorian attire stands in a gloomy London ghetto, exuding a sense of smugness and corruption amidst the decaying urban landscape.","victorian constable, pig-orc, corrupt demeanor, smug expression, urban decay",Disgust,-2,1,1,"fantasy realism, dark, gothic",urban,"buildings, characters",,,"The image evokes disgust due to the depiction of a corrupt authority figure in a grimy setting, which may trigger feelings of skepticism and disapproval.",73:75:67,34:35:32,95:98:87,74.12,57.82,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d9af619f-5972-4158-a7cb-c0a931f14cf8.jpg
bffb4b6b-3ebf-4a68-b165-3c921313ba74,"A vintage engraving illustration of a full-body penguin standing on a shore, depicted in ink with thick lines in black and white.","vintage illustration, full-body penguin, black and white, thick lines",Contentment,2,1,1,vintage,natural,"penguin, ocean waves",,,The penguin's poised stance and the serene setting evoke a sense of calm and contentment.,198:198:196,248:248:246,139:139:137,198.74,78.87,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/bffb4b6b-3ebf-4a68-b165-3c921313ba74.jpg
00219094-91ec-4155-ba01-43f8cfb6eaaa,"Irisviel von Einzbern from the anime 'Fate/Zero' is depicted in a vulnerable state, laying on the ground, bound by chains and expressing deep sadness with tears.","sad tears, feminine body, blue swimsuits, intricate details, sharp focus",Sad,-3,1,-1,"anime, highly detailed",indoor,"chains, female figure",sad,laying,"The chains and tears suggest distress and hopelessness, evoking feelings of sadness in the viewer.",87:96:102,18:21:37,94:112:119,94.55,77.56,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/00219094-91ec-4155-ba01-43f8cfb6eaaa.jpg
2cef015e-caa4-4152-8e9b-d10dbb115d00,"A surreal macro image featuring a tiger integrated with spider-like features, showcasing elements of a zombie with blood and slime, accented by a dramatic play of light and shadows.","macro tiger, zombie features, blood drops, slime web, dramatic light",Fear,-2,3,-1,"realistic, surreal",indoor,animal hybrid,,,The unsettling combination of a tiger with zombie-like attributes evokes fear due to its intense and bizarre appearance.,40:35:27,20:18:15,78:66:48,35.72,39.31,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2cef015e-caa4-4152-8e9b-d10dbb115d00.jpg
3ecb409c-f64d-4fce-82d0-74f73ecd9990,"A terrified cat is trapped inside a house engulfed in flames, expressing fear and anxiety as fire surrounds her.","scared cat, surrounding fire, dark house",Fear,-3,4,-2,realistic,indoor,"cats, house interiors, fire",fearful,,"The image portrays an intense situation with a cat in imminent danger from the fire, which likely evokes fear due to the life-threatening context.",66:57:48,36:33:33,99:81:66,59.01,42.04,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3ecb409c-f64d-4fce-82d0-74f73ecd9990.jpg
e7f225b0-8083-4c0b-aae4-21bae34a79e4,"A cheerful and stylish snowtrooper character standing beside a decorated Christmas tree, showcasing a fun and cartoonish design with vibrant colors on a simple background.","cute snowtrooper, decorated Christmas tree, happy character",Amusement,3,2,1,"cartoon, Studio Ghibli",indoor,"character, Christmas tree",happy,,"The combination of a snowtrooper, a Christmas tree, and the cheerful expression creates a whimsical and fun atmosphere, evoking laughter and joy.",106:106:99,68:70:66,245:240:223,105.67,77.65,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e7f225b0-8083-4c0b-aae4-21bae34a79e4.jpg
12478a11-eee3-4338-a0bb-523b222dce07,"An opulent bedchamber featuring a pale man in a nightgown sitting on a chamber pot in the corner, surrounded by ornate decor and soft cinematic lighting.","opulent bedchamber, pale man, cinematic lighting",Disgust,-2,2,1,"cinematic, realistic",indoor,"furniture, decorative objects",,sitting,The juxtaposition of opulence with the discomfort of the man in a nightgown on a chamber pot may evoke feelings of disgust.,60:58:58,27:29:34,94:82:74,59.02,51.73,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/12478a11-eee3-4338-a0bb-523b222dce07.jpg
41a5822b-3ff9-42f8-8932-aaec495a36e8,"A vibrant Hawaiian shirt featuring a tropical floral design with bright colors, showcasing detailed patterns without buttons or a collar.","vibrant colors, tropical design, detailed patterns",Excitement,3,3,1,realistic,outdoor,clothing,,,The bright colors and tropical patterns evoke a sense of fun and excitement associated with summer and vacation.,68:55:40,28:21:10,95:76:56,58.0,53.65,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/41a5822b-3ff9-42f8-8932-aaec495a36e8.jpg
77c5e659-6991-4746-8b2d-5c19b959bcd3,"A detailed illustration of a Didelphis virginiana opossum surrounded by an array of wildflowers and trees, capturing the lushness of a natural setting in the style of Beatrix Potter.","lush flowers, detailed illustration, soft fur",Contentment,3,1,2,"vintage, whimsical",natural,"flora, fauna",,,The serene and charming depiction of the opossum in a vibrant natural setting evokes feelings of contentment and tranquility.,165:160:144,248:239:221,129:124:104,160.48,79.37,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/77c5e659-6991-4746-8b2d-5c19b959bcd3.jpg
9e9eb363-83ce-4f0d-ab6a-5698e2ef9882,"A diverse group of individuals, including Black players and 70s hippies, appear united against a backdrop that hints at financial institutions, showcasing a blend of styles and cultural influences.","photorealistic players, vintage hippies, united front",Excitement,2,3,1,"photorealistic, vintage",urban,"people, posters",,,The image evokes excitement due to the intriguing collaboration between diverse groups symbolizing social change.,71:64:50,26:23:22,82:71:55,64.68,52.09,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/9e9eb363-83ce-4f0d-ab6a-5698e2ef9882.jpg
262328f9-da16-4747-8b72-0fb4caa9dc41,"A beautifully crafted coffin adorned with flowers, placed in a dimly lit church setting. The soft lighting highlights the intricate details of the coffin and the surrounding decor, creating a somber yet serene atmosphere.","elegant coffin, dim lighting, intricate details, serene atmosphere",Sad,-2,1,0,"realistic, cinematic",indoor,"coffin, church interior",,,"The image evokes sadness due to the presence of the coffin, symbolizing loss and remembrance in a tranquil church environment.",47:39:36,59:48:44,20:17:18,41.77,31.16,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/262328f9-da16-4747-8b72-0fb4caa9dc41.jpg
0900cd3d-2e46-4595-ab87-86734ede49d7,"A coloring book style illustration of an Air Jordan 4 sneaker, featuring intricate line designs and patterns on a plain background.","intricate details, stylish sneaker, playful outline",Contentment,2,1,1,"coloring book, illustrative",illustration,sneakers,,,"The image evokes contentment due to its artistic style and the familiarity of the Air Jordan brand, which often brings joy to sneaker enthusiasts.",221:221:221,233:233:233,160:160:160,221.59,45.56,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0900cd3d-2e46-4595-ab87-86734ede49d7.jpg
7f2a7643-ba7f-4e41-945b-319ef0d03dc9,"A whimsical representation of a character resembling a jellyfish adorned with a pirate hat, combining elements of humor and fantasy.","whimsical character, pirate hat, tentacle-like limbs",Amusement,3,2,1,"fantasy, surreal",indoor,fantastical characters,,,"The combination of unusual elements, such as a jellyfish with a pirate hat, evokes humor and amusement.",63:66:46,34:38:29,78:81:55,63.1,37.04,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/7f2a7643-ba7f-4e41-945b-319ef0d03dc9.jpg
02893acb-813b-4407-9126-f1e1071d6b10,A whimsical illustration featuring playful cats in colorful pajamas interacting joyfully with bees and butterflies amidst a vibrant floral background.,"lively atmosphere, colorful pajamas, charming knees, whimsical interaction",Amusement,4,3,2,cartoonish,natural,"cats, bees, butterflies, flowers",,,The playful interactions between the cats and whimsical bees evoke a sense of joy and lightheartedness.,183:171:128,230:229:207,236:165:50,170.36,68.37,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/02893acb-813b-4407-9126-f1e1071d6b10.jpg
0b7c509c-23d9-4036-94a1-9e8141db62cc,A cute raccoon is wearing a colorful sweater while surrounded by a forest filled with autumn leaves and tall trees under a starry sky.,"playful raccoon, colorful sweater, autumn forest",Amusement,3,2,1,"whimsical, cartoonish",outdoor,"animals, natural landscapes",,,"The image evokes amusement due to the adorable depiction of a raccoon in a sweater, which is an unexpected and playful scenario.",73:68:62,37:36:34,106:95:86,69.46,55.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0b7c509c-23d9-4036-94a1-9e8141db62cc.jpg
bc5737c2-31c6-4cde-ba2e-2667768d21a9,A bold stencil graffiti artwork featuring a hooded figure against a backdrop of striking colors and textures symbolizing rebellion.,"bold graffiti, hooded figure, striking colors",Anger,-1,3,1,graffiti,urban,stencil art,,,"The graffiti style and imagery suggest themes of defiance and protest, evoking a sense of anger and rebellion.",54:43:38,15:11:9,90:66:56,46.35,59.4,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/bc5737c2-31c6-4cde-ba2e-2667768d21a9.jpg
01ab46d1-ddc8-4b89-8bfd-8d3b4d0d8db7,"A vintage winter scene featuring a classic teal and white bus covered in snow parked in front of a cozy, snow-covered wooden house adorned with Christmas lights. Pine trees surround the area, emphasizing the holiday cheer.","vintage bus, teal and white, snow-covered house, cozy atmosphere, Christmas lights",Contentment,3,1,2,"vintage, chiaroscuro",outdoor,"vintage bus, snow-covered house, pine trees",,,"The nostalgic elements and warm holiday decorations create a sense of comfort and joy, evoking feelings of contentment associated with cherished memories of Christmas.",94:98:93,32:34:36,97:113:110,96.7,69.08,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/01ab46d1-ddc8-4b89-8bfd-8d3b4d0d8db7.jpg
d00667fe-aea8-46c0-9ffd-828cf759a793,"A detailed blue oceanic landscape featuring a menacing octopus knight warrior with intricately designed green armor, wielding a sparkly blue spear and ready for battle in a dynamic pose.","blue oceanic landscape, mean looking octopus knight, sparkly blue spear, finely detailed green armor",Anger,-1,3,2,cinematic,underwater,"octopus knight warrior, oceanic landscape",,,"The image evokes anger due to the intimidating presence of the octopus knight, conveying a sense of readiness for battle.",13:72:91,8:38:57,11:78:100,56.75,33.26,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d00667fe-aea8-46c0-9ffd-828cf759a793.jpg
0ff0f80e-4198-41b2-a5ec-b833de4570b2,"A grotesque portrayal of a balding, rotund businessman with greasy curly hair, dressed in a Victorian suit. His expression is serious and unsettling, accentuated by a crooked nose and pale complexion.","balding businessman, greasy hair, crooked nose, pale fat man, Victorian suit, black coat, white gloves, yellow curly hair",Disgust,-3,1,-2,"realistic, grotesque",indoor,portraits,angry,,The unsettling appearance and expression of the figure evoke a sense of disgust and discomfort.,65:62:44,30:30:20,74:68:40,61.19,49.69,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0ff0f80e-4198-41b2-a5ec-b833de4570b2.jpg
